Chinese,English,File,Line
"图片列表读取失败","Image list reading failed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/pages/api/admin/images/list.ts,28
"图片元数据读取失败","Image metadata reading failed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/pages/api/admin/images/meta.ts,29
"上传请求不是合法","The upload request is not valid",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/pages/api/admin/images/upload.ts,79
"当前仅支持随笔正文图片","Currently, only essay text images are supported.",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/pages/api/admin/images/upload.ts,89
"小记正文图片或絮语配图上传","Upload the main text picture of the note or the accompanying picture of the quotation",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/pages/api/admin/images/upload.ts,89
"上传请求缺少","Upload request is missing",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/pages/api/admin/images/upload.ts,92
"暂不支持预览","Preview is not supported yet",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/pages/api/admin/preview/index.ts,87
"必须是非空字符串","Must be a non-empty string",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/pages/api/admin/preview/index.ts,104
"预览必须提供固定","Preview must provide fixed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/pages/api/admin/preview/index.ts,114
"预览仅支持固定","Preview only supports pinned",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/pages/api/admin/preview/index.ts,118
"预览渲染失败","Preview rendering failed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/pages/api/admin/preview/index.ts,182
"请检查","Check, please",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/pages/api/admin/preview/index.ts,182
"内容或查看本地日志","content or view local logs",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/pages/api/admin/preview/index.ts,182
"后台保存是低频操作","Background saving is a low-frequency operation",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/pages/api/admin/settings.ts,125
"串行化写入可保证","Serialized writes guarantee",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/pages/api/admin/settings.ts,125
"校验与实际提交处于同一临界区","Verification and actual submission are in the same critical section",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/pages/api/admin/settings.ts,125
"配置必须以完整","Configuration must be completed with",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/pages/api/admin/settings.ts,148
"提交","submit",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/pages/api/admin/settings.ts,148
"请确认前端请求地址未发生重定向且已发送","Please confirm that the front-end request address has not been redirected and has been sent.",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/pages/api/admin/settings.ts,224
"检测到配置已在外部更新","Detected that configuration has been updated externally",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/pages/api/admin/settings.ts,282
"已拒绝覆盖并同步最新配置","Rejected to overwrite and sync latest configuration",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/pages/api/admin/settings.ts,282
"请确认后再保存","Please confirm before saving",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/pages/api/admin/settings.ts,282
"配置文件已写入","Configuration file has been written",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/pages/api/admin/settings.ts,363
"但重新读取","but reread",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/pages/api/admin/settings.ts,363
"请先修复损坏文件后再刷新后台","Please repair the damaged files first and then refresh the background.",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/pages/api/admin/settings.ts,363
"写入配置文件失败","Failed to write configuration file",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/pages/api/admin/settings.ts,391
"归档更新","Archive updates",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/pages/archive/rss.xml.js,17
"随笔与杂记更新","Essays and Miscellaneous Notes Update",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/pages/essay/rss.xml.js,17
"索引","index",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/pages/index.astro,673
"整理一些值得留存的片刻与回忆","Organize some moments and memories worth keeping",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/pages/memo/index.astro,23
"检测中","Under detection",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-checks/index.ts,8
"已重新检测","Retested",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-checks/index.ts,9
"正在重新检测","Retesting",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-checks/index.ts,52
"不可用时","When unavailable",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-checks/index.ts,59
"静默退化为无完成反馈","Silence degrades to no completion feedback",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-checks/index.ts,59
"自定义链接已达到上限","Custom link limit reached",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/bindings.ts,164
"当前有未保存更改","There are currently unsaved changes",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/bindings.ts,379
"确定要离开此页吗","Are you sure you want to leave this page?",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/bindings.ts,379
"已取消页面切换","Page switching canceled",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/bindings.ts,384
"请先保存或重置当前更改","Please save or reset current changes first",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/bindings.ts,384
"配置损坏","Corrupted configuration",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,35
"你的修改仍保留在页面中","Your changes remain on the page",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,128
"如需同步最新配置","To synchronize the latest configuration",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,128
"请点击","Please click",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,128
"已切换为只读保护","Switched to read-only protection",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,138
"请先修复文件","Please repair the file first",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,139
"再点击","Click again",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,139
"或刷新当前页面","Or refresh the current page",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,139
"返回数据格式无效","The returned data format is invalid",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,188
"配置接口返回了无效的","The configuration interface returned an invalid",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,189
"读取配置失败","Failed to read configuration",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,189
"已同步最新配置","Latest configuration synchronized",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,206
"已载入初始配置","Initial configuration loaded",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,206
"初始化失败","Initialization failed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,218
"未能读取","failed to read",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,221
"当前配置","Current configuration",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,221
"重试","Try again",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,221
"接口读取失败","Interface read failed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,268
"初始化请求失败","Initialization request failed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,270
"请稍后重试","Please try again later",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,270
"校验未通过","Verification failed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,281
"正在预检","Preflighting",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,288
"当前配置缺少","The current configuration is missing",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,293
"请先同步最新配置后再检查","Please synchronize the latest configuration first and then check",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,293
"检查前需要重新同步配置","Configuration needs to be resynchronized before checking",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,294
"检查配置失败","Check configuration failed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,296
"检查时发现外部更新","External updates found while checking",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,318
"当前草稿已保留","Current draft is reserved",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,318
"检查通过","Check passed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,334
"检查配置请求失败","Check configuration request failed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,338
"请检查本地服务日志","Please check local service logs",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,338
"已同步外部最新配置","The latest external configuration has been synchronized",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,359
"已重置","Reset",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,369
"保存前校验失败","Verification failed before saving",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,376
"正在保存","Saving",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,384
"请先同步最新配置后再保存","Please synchronize the latest configuration before saving.",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,389
"保存前需要重新同步配置","Configuration needs to be resynchronized before saving",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,389
"检测到外部更新","External update detected",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,410
"保存已暂停","Saving is paused",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,410
"无法写入","Unable to write",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,417
"保存成功","Saved successfully",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,427
"保存请求失败","Save request failed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/controller.ts,439
"无首页补充导语","No supplementary introduction on homepage",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/form-codec.ts,245
"当前不显示文章元信息","Post meta information is not currently displayed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/form-codec.ts,295
"更换","replace",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/image-fields.ts,44
"已恢复","Restored",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/image-fields.ts,47
"默认图","Default graph",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/image-fields.ts,47
"默认图片","Default picture",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/image-fields.ts,49
"仅列出可直接写入","Only lists writable directly",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/image-fields.ts,56
"的本地","of local",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/image-fields.ts,56
"资源","resource",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/image-fields.ts,56
"清空头像","Clear avatar",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/image-fields.ts,57
"已清空","Cleared",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/image-fields.ts,58
"前的最后一道边界","the last frontier before",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/image-fields.ts,114
"构造器重新解析","Constructor reparse",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/image-fields.ts,114
"切断来自输入文本的污点数据流","Cut off the flow of tainted data from input text",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/image-fields.ts,114
"这里与上游校验是纵深防御","This is defense in depth with upstream verification.",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/image-fields.ts,115
"也让","also let",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/image-fields.ts,115
"能识别该","can identify the",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/image-fields.ts,115
"当前页面未挂载","The current page is not mounted",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/image-fields.ts,243
"路径暂时无法读取","The path cannot be read temporarily",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/image-fields.ts,270
"等待确认路径并读取元数据","Wait for path confirmation and read metadata",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/image-fields.ts,297
"已选择本地图片","Local image selected",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/image-fields.ts,338
"格式错误","Format error",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/invalid-settings-banner.ts,8
"配置不一致","Configuration is inconsistent",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/invalid-settings-banner.ts,10
"原始报错","original error",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/invalid-settings-banner.ts,41
"恢复","recover",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/social-links.ts,164
"显示链接","show link",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/social-links.ts,339
"等待保存","Waiting to save",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/ui-state.ts,32
"无需保存","No need to save",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/ui-state.ts,33
"请先处理以下问题","Please deal with the following issues first",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/ui-state.ts,160
"保存中","Saving",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/ui-state.ts,205
"校验中","Checking",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-console/ui-state.ts,210
"已复制","Copied",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-content/editor-recovery.ts,121
"页面缺少必要控件","The page is missing necessary controls",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,42
"客户端脚本已停止初始化","Client script has stopped initializing",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,42
"请刷新页面","Please refresh the page",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,42
"或检查模板与控件","Or check out Templates and Controls",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,42
"是否仍保持一致","Is it still consistent?",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,42
"数据无效","Invalid data",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,51
"当前页面未能完成","The current page could not be completed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,52
"初始化","initialization",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,52
"请刷新页面或重启开发服务器后重试","Please refresh the page or restart the development server and try again",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,52
"正在执行","Executing",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,133
"正在写入","Writing",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,133
"正在比对当前","Comparing current",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,138
"与导入快照","with imported snapshots",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,138
"完成后会在这里生成差异摘要","A summary of the differences will be generated here upon completion",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,138
"正在沿用现有事务链路写入","Writing along existing transaction link",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,139
"完成后会在这里回填写入结果","After completion, the results will be filled back here.",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,139
"确认写入前会再次校验","Will be verified again before confirming writing",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,155
"避免覆盖外部修改","Avoid overwriting external modifications",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,155
"当前导入快照与本地","Currently imported snapshot and local",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,159
"一致","consistent",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,159
"不需要写盘","No need to write disk",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,159
"完成","Finish",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,162
"写入成功","Write successfully",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,171
"继续导入其他快照前","Before continuing to import other snapshots",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,172
"请重新执行","Please re-execute",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,172
"写入完成","Writing completed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,174
"正在解析导入快照","Parsing import snapshot",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,192
"正在读取","Reading",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,193
